Unique ID,Incentive per job,Program.Name,Program,Deal date,Deal type,Freezone?,Domestic/FDI?,Region/state,CBSA,Capex,New jobs,Incentive (USD m),Incentive per job,Incentive type,Incentive objective(s),NAICS Industry,NAICS Sector,NAICS Sub-sector,Industry sector,Industry activities,fDi Markets Sector,fDI Markets Activity
80,7111.111111,Program.1,Commonwealth Opportunity Fund,Oct-17,Expansion,No,Domestic,Virginia,"Roanoke, VA",30.2,180,1.28,7111,Grant/Subsidy,"Capital In.., Employment.., Unspecified",Machinery & metal manufacturing,Machinery equipment,"Agriculture, construction, & mining mach..",Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
81,4090.909091,Program.1,Commonwealth Opportunity Fund,Oct-17,Expansion,No,FDI,Virginia,"Harrisonburg, VA",17,22,0.09,4091,Grant/Subsidy,"Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Other food manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
82,2604.166667,Program.1,Commonwealth Opportunity Fund,Sep-17,Expansion,No,FDI,Virginia,"Roanoke, VA",1.8,96,0.25,2604,Grant/Subsidy,"Capital Investment, Employment/People",Information,Other information services,All other information services,Information Technology & Telecom (ITT),Business Services,Software & IT services,Business Services
83,7090.909091,Program.1,Commonwealth Opportunity Fund,Sep-17,Expansion,No,FDI,Virginia,Not specified,4.45,55,0.39,7091,Grant/Subsidy,"Capital In.., Regional/L.., Employment..",Petroleum & coal products & nonmettalic ..,Nonmetallic mineral product manufacturing,Glass & glass product manufacturing,Basic Materials,Manufacturing,Ceramics & Glass,Manufacturing
84,13714.28571,Program.1,Commonwealth Opportunity Fund,Sep-17,New,No,FDI,Virginia,"Danville, VA",5.2,35,0.48,13714,Grant/Subsidy,"Capital In.., Regional/L.., Employment..",Machinery & metal manufacturing,Machinery equipment,General purpose machinery,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
85,2500,Program.1,Commonwealth Opportunity Fund,Sep-17,New,No,FDI,Virginia,"Blacksburg-Christiansburg-Radford, VA",4.9,40,0.1,2500,Grant/Subsidy,"Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Urethane & other foam product manufacturing,Basic Materials,Manufacturing,Plastics,Manufacturing
86,1764.705882,Program.1,Commonwealth Opportunity Fund,Sep-17,New,No,Domestic,Virginia,"Richmond, VA",2.18,68,0.12,1765,Grant/Subsidy,"Capital Investment, Employment/People","Professional, scientific, technical & ed..","Advertising, PR, & related","Advertising, PR, & related",Services,IT Support Center,Business Services,Technical Support Centre
87,8666.666667,Program.1,Commonwealth Opportunity Fund,Sep-17,Expansion,No,FDI,Virginia,"Danville, VA",7,15,0.13,8667,Grant/Subsidy,"Capital In.., Regional/L.., Employment..","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Plastics packaging materials & unlaminat..,Basic Materials,Manufacturing,Plastics,Manufacturing
88,5264.797508,Program.1,Commonwealth Opportunity Fund,Aug-17,Expansion,No,Domestic,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",12.25,321,1.69,5265,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Healthcare,Headquarters
89,5264.797508,Program.1,Commonwealth Opportunity Fund,Aug-17,Expansion,No,Domestic,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",12.25,321,1.69,5265,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Medical Devices,Headquarters
90,3500,Program.1,Commonwealth Opportunity Fund,Aug-17,Expansion,No,Domestic,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",42,100,0.35,3500,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Accommodation & Food Services,Food services & drinking places,Food & Drink,Warehousing and Distribution,Food & Tobacco,"Logistics, Distribution & Transportation"
91,46250,Program.1,Commonwealth Opportunity Fund,Jul-17,New,No,Domestic,Virginia,Not specified,5,40,1.85,46250,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment.., Unspecified",Machinery & metal manufacturing,Machinery equipment,"Agriculture, construction, & mining mach..",Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
92,2000,Program.1,Commonwealth Opportunity Fund,Jun-17,Expansion,No,Domestic,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",10,65,0.13,2000,Grant/Subsidy,"Capital Investment, Employment/People",Finance & insurance,Finance & insurance,"Securities, commodity contracts, & other..",Services,Business Services,Financial Services,Business Services
93,2807.017544,Program.1,Commonwealth Opportunity Fund,Jun-17,Expansion,No,Domestic,Virginia,"Winchester, VA-WV",9.5,57,0.16,2807,Grant/Subsidy,"Capital Investment, Employment/People",Miscellaneous manufacturing,Medical equipment & supplies manufacturing,Medical equipment & supplies manufacturing,Life Sciences,Manufacturing,Medical Devices,Manufacturing
94,4608.294931,Program.1,Commonwealth Opportunity Fund,Jun-17,Expansion,No,FDI,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",82.8,434,2,4608,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Industrial Goods,Headquarters (HQ),"Industrial Machinery, Equipment & Tools",Headquarters
95,10666.66667,Program.1,Commonwealth Opportunity Fund,May-17,Expansion,No,Domestic,Virginia,"Martinsville, VA",11.7,15,0.16,10667,Grant/Subsidy,"Capital In.., Regional/L.., Employment..","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Basic chemical manufacturing,Basic Materials,Manufacturing,Chemicals,Manufacturing
96,10000,Program.1,Commonwealth Opportunity Fund,Apr-17,Expansion,No,Domestic,Virginia,"Kingsport-Bristol-Bristol, TN-VA",1.5,30,0.3,10000,Grant/Subsidy,"Capital In.., Regional/L.., Employment..","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Nonstore retailers,Consumer Goods,Warehousing and Distribution,Consumer Products,"Logistics, Distribution & Transportation"
97,11034.48276,Program.1,Commonwealth Opportunity Fund,Apr-17,Expansion,No,FDI,Virginia,"Blacksburg-Christiansburg-Radford, VA",48.7,145,1.6,11034,Grant/Subsidy,"Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Plastics packaging materials & unlaminat..,Consumer Goods,Manufacturing,"Paper, Printing & Packaging",Manufacturing
98,4000,Program.1,Commonwealth Opportunity Fund,Apr-17,Expansion,No,Domestic,Virginia,Not specified,5.5,125,0.5,4000,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Services,Headquarters (HQ),Business Services,Headquarters
99,5333.333333,Program.1,Commonwealth Opportunity Fund,Mar-17,New,No,FDI,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",5.1,15,0.08,5333,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,Manufacturing,,
100,6111.111111,Program.1,Commonwealth Opportunity Fund,Mar-17,Expansion,No,Domestic,Virginia,Not specified,2.14,18,0.11,6111,Grant/Subsidy,"Capital In.., Regional/L.., Employment..",None,None,None,Industrial Goods,Manufacturing,,
101,10000,Program.1,Commonwealth Opportunity Fund,Aug-18,New,No,Domestic,Virginia,"Charlottesville, VA",12.3,200,2,10000,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Information Technology & Telecom (ITT),Headquarters (HQ),Software & IT services,Headquarters
102,2366.666667,Program.1,Commonwealth Opportunity Fund,Sep-18,Expansion,No,Domestic,Virginia,"Martinsville, VA",30,300,0.71,2367,Grant/Subsidy,"Capital In.., Regional/L.., Employment..","Agriculture, food, & related",Food manufacturing,Snack Food Manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
103,4933.333333,Program.1,Commonwealth Opportunity Fund,Oct-18,Expansion,No,Domestic,Virginia,"Roanoke, VA",10.4,75,0.37,4933,Grant/Subsidy,"Capital In.., Regional/L.., Employment..","Agriculture, food, & related",Food manufacturing,Bakeries & tortilla manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
104,13846.15385,Program.1,Commonwealth Opportunity Fund,Oct-18,New,No,FDI,Virginia,"Danville, VA",7,65,0.9,13846,Grant/Subsidy,"Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Basic Materials,Headquarters (HQ),Textiles,Headquarters
105,2000,Program.1,Commonwealth Opportunity Fund,Oct-18,Expansion,No,FDI,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",30,500,1,2000,Grant/Subsidy,"Capital Investment, Employment/People","Professional, scientific, technical & ed..","Accounting, tax preparation, bookkeeping..","Accounting, tax preparation, bookkeeping..",Services,Business Services,Business Services,Business Services
106,9387.755102,Program.1,Commonwealth Opportunity Fund,Nov-18,New,No,FDI,Virginia,"Danville, VA",8,49,0.46,9388,Grant/Subsidy,"Capital In.., Regional/L.., Employment..",Machinery & metal manufacturing,Fabricated metal product manufacturing,Architectural & structured metals manufa..,Industrial Goods,Manufacturing,Metals,Manufacturing
107,3114.754098,Program.1,Commonwealth Opportunity Fund,Nov-18,Expansion,No,FDI,Virginia,"Winchester, VA-WV",10.3,61,0.19,3115,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle parts manufacturing,Other motor vehicle parts manufacturing,Automotive,Manufacturing,Automotive Components,Manufacturing
108,3095.238095,Program.1,Commonwealth Opportunity Fund,Nov-18,Expansion,No,Domestic,Virginia,Not specified,1.6,42,0.13,3095,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle body & trailer manufacturing,Motor vehicle body & trailer manufacturing,Automotive,Manufacturing,Automotive Components,Manufacturing
109,7500,Program.1,Commonwealth Opportunity Fund,Nov-18,Expansion,No,FDI,Virginia,"Richmond, VA",1.89,20,0.15,7500,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,Other general purpose machinery manufact..,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools","Logistics, Distribution & Transportation"
110,17333.33333,Program.1,Commonwealth Opportunity Fund,Dec-18,Expansion,No,FDI,Virginia,"Danville, VA",31.2,45,0.78,17333,Grant/Subsidy,"Capital In.., Regional/L.., Employment..","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Other plastics product manufacturing,Consumer Goods,Manufacturing,Plastics,Manufacturing
111,2808.988764,Program.1,Commonwealth Opportunity Fund,Dec-18,Expansion,No,Domestic,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",9.6,89,0.25,2809,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Industrial Goods,Headquarters (HQ),"Industrial Machinery, Equipment & Tools",Headquarters
112,6176.470588,Program.1,Commonwealth Opportunity Fund,Dec-18,New,No,Domestic,Virginia,"Roanoke, VA",3.4,34,0.21,6176,Grant/Subsidy,"Capital In.., Regional/L.., Employment..","Textiles, apparel, leather & related",Apparel manufacturing,Cut & sew apparel manufacturing,Consumer Goods,Manufacturing,Textiles,Manufacturing
113,9680,Program.1,Commonwealth Opportunity Fund,Dec-18,New,No,Domestic,Virginia,"Danville, VA",15.1,500,4.84,9680,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..",Other services,Administration & support services,Business support services,Services,Call Center,Business Services,Customer Contact Centre
114,8000,Program.1,Commonwealth Opportunity Fund,Dec-18,Expansion,No,FDI,Virginia,"Roanoke, VA",7.8,25,0.2,8000,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..","Textiles, apparel, leather & related",Textiles mills,Textiles mills,Basic Materials,Manufacturing,Textiles,Manufacturing
115,5264.797508,Program.1,Commonwealth Opportunity Fund,Aug-17,Expansion,No,Domestic,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",12.25,321,1.69,5265,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Healthcare,Headquarters
116,15000,Program.1,Commonwealth Opportunity Fund,Jan-19,Expansion,No,Domestic,Virginia,"Roanoke, VA",0,100,1.5,15000,Grant/Subsidy,"Capital Investment, Employment/People","Professional, scientific, technical & ed..",Computer systems design and related serv..,Custom computer programming services,Information Technology & Telecom (ITT),Data Center,Software & IT services,ICT & Internet Infrastructure
117,8571.428571,Program.1,Commonwealth Opportunity Fund,Jan-19,Expansion,No,Domestic,Virginia,Not specified,2.1,35,0.3,8571,Grant/Subsidy,"Capital In.., Regional/L.., Employment..",Machinery & metal manufacturing,Fabricated metal product manufacturing,"Machine shops, turned products, screw, n..",Industrial Goods,Manufacturing,Metals,Manufacturing
118,6000,Program.1,Commonwealth Opportunity Fund,Feb-19,New,No,Domestic,Virginia,"Roanoke, VA",20,50,0.3,6000,Grant/Subsidy,"Capital Investment, Employment/People","Wood, paper, printing, furniture",Paper manufacturing,"Pulp, paper, and paperboard mills",Consumer Goods,Manufacturing,"Paper, Printing & Packaging",Manufacturing
119,7619.047619,Program.1,Commonwealth Opportunity Fund,Mar-19,New,No,Domestic,Virginia,Not specified,10.29,42,0.32,7619,Grant/Subsidy,"Capital In.., Regional/L.., Employment..","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Plastics packaging materials & unlaminat..,Basic Materials,Manufacturing,Plastics,Manufacturing
120,7500,Program.1,Commonwealth Opportunity Fund,Mar-19,Expansion,No,Domestic,Virginia,"Richmond, VA",25.1,100,0.75,7500,Grant/Subsidy,"Capital Investment, Employment/People","Professional, scientific, technical & ed..","Architectural, engineering, & related se..","Architectural, engineering, & related se..",Services,Business Services,Business Services,Business Services
121,450,Program.1,Commonwealth Opportunity Fund,Apr-19,Expansion,No,Domestic,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5.1,1000,0.45,450,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Information Technology & Telecom (ITT),Headquarters (HQ),Software & IT services,Headquarters
122,3000,Program.1,Commonwealth Opportunity Fund,Apr-19,New,No,Domestic,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",60,60,0.18,3000,Grant/Subsidy,"Capital Investment, Employment/People",Transportation & warehousing,Warehousing & storage,Warehousing & storage,Services,Warehousing and Distribution,Warehousing & Storage,"Logistics, Distribution & Transportation"
123,72916.66667,Program.1,Commonwealth Opportunity Fund,Apr-19,New,No,FDI,Virginia,Not specified,7.7,48,3.5,72917,"Grant/Subsidy, Loan/Credit","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Industrial Goods,Headquarters (HQ),Metals,Headquarters
124,4901.960784,Program.1,Commonwealth Opportunity Fund,Apr-19,New,No,FDI,Virginia,"Staunton-Waynesboro, VA",15.5,51,0.25,4902,Grant/Subsidy,"Capital Investment, Employment/People","Agriculture, food, & related",Beverage manufacturing,Soft drink & ice manufacturing,Food & Drink,Manufacturing,Beverages,Manufacturing
125,15384.61538,Program.1,Commonwealth Opportunity Fund,May-19,Expansion,No,Domestic,Virginia,"Staunton-Waynesboro, VA",104,65,1,15385,Grant/Subsidy,"Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Sugar & confectionary product manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
126,7250,Program.1,Commonwealth Opportunity Fund,May-19,New,No,Domestic,Virginia,"Danville, VA",46,160,1.16,7250,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..","Agriculture, food, & related",Food manufacturing,Seasoning & dressing manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
127,3921.568627,Program.1,Commonwealth Opportunity Fund,Aug-19,Expansion,No,Domestic,Virginia,Not specified,8,102,0.4,3922,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Forging & stamping,Industrial Goods,Manufacturing,Metals,Manufacturing
128,5650,Program.1,Commonwealth Opportunity Fund,Sep-19,Expansion,No,Domestic,Virginia,"Richmond, VA",63.7,200,1.13,5650,Grant/Subsidy,"Capital Investment, Employment/People","Professional, scientific, technical & ed..",Scientific research & development services,Research and Development in Biotechnology,Life Sciences,"Research, Design & Development (RDD)",Biotechnology,Research & Development
