Unique ID,Incentive per job,Program.Name,Program,Deal date,Deal type,Freezone?,Domestic/FDI?,Region/state,CBSA,Capex,New jobs,Incentive (USD m),Incentive per job,Incentive type,Incentive objective(s),NAICS Industry,NAICS Sector,NAICS Sub-sector,Industry sector,Industry activities,fDi Markets Sector,fDI Markets Activity
2260,10000,Program.11,Advantage Maryland,Oct-17,Expansion,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",3.28,75,0.75,10000,Loan/Credit,"Capital In.., Regional/L.., Employment..",Machinery & metal manufacturing,Fabricated metal product manufacturing,Architectural & structured metals manufa..,Industrial Goods,Manufacturing,Metals,Manufacturing
2261,,Program.11,Advantage Maryland,Oct-17,New,No,Domestic,Maryland,Not specified,20,0,1.1,n/a,"Loan/Credit, Unspecified","Capital In.., Regional/L.., Employment..",Machinery & metal manufacturing,Fabricated metal product manufacturing,Other fabricated metal product manufactu..,Industrial Goods,Warehousing and Distribution,Metals,"Logistics, Distribution & Transportation"
2262,1466.666667,Program.11,Advantage Maryland,Nov-17,New,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",225,1500,2.2,1467,Loan/Credit,"Capital In.., Regional/L.., Employment..","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Nonstore retailers,Consumer Goods,Warehousing and Distribution,Consumer Products,"Logistics, Distribution & Transportation"
2263,3896.457766,Program.11,Advantage Maryland,Nov-17,Expansion,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",12,367,1.43,3896,Loan/Credit,"Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Creative Industries,Headquarters (HQ),Communications,Headquarters
2264,3000,Program.11,Advantage Maryland,Nov-17,Expansion,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",5,150,0.45,3000,Loan/Credit,"Capital In.., Regional/L.., Employment..","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Pharmaceutical & medicine manufacturing,Life Sciences,Manufacturing,Pharmaceuticals,Manufacturing
2265,,Program.11,Advantage Maryland,Nov-17,Retention,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",8,0,0.2,n/a,Loan/Credit,"Capital In.., Regional/L.., Employment..","Agriculture, food, & related",Food manufacturing,Bakeries & tortilla manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2266,4000,Program.11,Advantage Maryland,Dec-17,New,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",4,50,0.2,4000,Loan/Credit,"Capital In.., Regional/L.., Employment..",Machinery & metal manufacturing,Fabricated metal product manufacturing,Other fabricated metal product manufactu..,Industrial Goods,Manufacturing,Metals,Manufacturing
2267,3000,Program.11,Advantage Maryland,Dec-17,New,No,FDI,Maryland,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",74.6,240,0.72,3000,Loan/Credit,"Capital In.., Regional/L.., Employment..","Agriculture, food, & related",Food manufacturing,Animal slaughtering & processing,Food & Drink,Warehousing and Distribution,Food & Tobacco,"Logistics, Distribution & Transportation"
2268,3000,Program.11,Advantage Maryland,Dec-17,Expansion,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",8.5,100,0.3,3000,Loan/Credit,"Capital In.., Regional/L.., Employment..","Agriculture, food, & related",Beverage manufacturing,Breweries & distilleries,Food & Drink,Manufacturing,Beverages,Manufacturing
2269,5617.977528,Program.11,Advantage Maryland,Dec-17,Expansion,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",32.5,178,1,5618,Loan/Credit,"Capital In.., Regional/L.., Employment..",Information,Broadcasting,Radio & TV broadcasting,Creative Industries,"Research, Design & Development (RDD)",Communications,Research & Development
2270,6250,Program.11,Advantage Maryland,Dec-17,Expansion,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",8.5,320,2,6250,Loan/Credit,"Capital In.., Regional/L.., Employment..",Information,Telecommunications,Other telecommmunications,Information Technology & Telecom (ITT),Business Services,Communications,Business Services
2271,2571.428571,Program.11,Advantage Maryland,Dec-17,Expansion,No,Domestic,Maryland,"Cambridge, MD",31,35,0.09,2571,Loan/Credit,"Capital In.., Regional/L.., Employment..","Agriculture, food, & related",Food manufacturing,Other food manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2272,6944.444444,Program.11,Advantage Maryland,Dec-17,Expansion,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",44,36,0.25,6944,Loan/Credit,"Capital In.., Regional/L.., Employment..",Information,Broadcasting,Cable & other subscription programming,Information Technology & Telecom (ITT),Business Services,Communications,Business Services
2273,8928.571429,Program.11,Advantage Maryland,Dec-17,New,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",5,28,0.25,8929,Loan/Credit,"Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Biotechnology,Headquarters
2274,6850,Program.11,Advantage Maryland,Dec-17,New,No,Domestic,Maryland,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,200,1.37,6850,Loan/Credit,"Capital In.., Regional/L.., Employment.., Unspecified",Miscellaneous manufacturing,Medical equipment & supplies manufacturing,Medical equipment & supplies manufacturing,Life Sciences,Warehousing and Distribution,Medical Devices,"Logistics, Distribution & Transportation"
2275,,Program.11,Advantage Maryland,Dec-17,Retention,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",10,0,0.9,n/a,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Leisure & Tourism,Headquarters (HQ),Hotels & Tourism,Headquarters
2276,,Program.11,Advantage Maryland,Dec-17,Retention,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",7,0,1,n/a,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..","Professional, scientific, technical & ed..","Management, scientific, and technical co..",Management consulting services,Services,Business Services,Business Services,Business Services
2277,5000,Program.11,Advantage Maryland,Feb-18,New,No,FDI,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2.6,36,0.18,5000,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Biotechnology,Headquarters
2278,5500,Program.11,Advantage Maryland,Feb-18,New,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",8.5,400,2.2,5500,Loan/Credit,"Capital In.., Regional/L.., Employment..",Machinery & metal manufacturing,Machinery equipment,Other general purpose machinery manufact..,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
2279,8000,Program.11,Advantage Maryland,Feb-18,Expansion,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,25,0.2,8000,Loan/Credit,"Capital In.., Regional/L.., Employment..","Professional, scientific, technical & ed..",Computer systems design and related serv..,Custom computer programming services,Information Technology & Telecom (ITT),Business Services,Software & IT services,Business Services
2280,3500,Program.11,Advantage Maryland,Feb-18,New,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",1.36,100,0.35,3500,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Information Technology & Telecom (ITT),Headquarters (HQ),Software & IT services,Headquarters
2281,27500,Program.11,Advantage Maryland,Feb-18,New,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3,100,2.75,27500,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Biotechnology,Headquarters
2282,11187.5,Program.11,Advantage Maryland,Mar-18,New,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",15.5,160,1.79,11188,"Grant/Subsidy, Unspecified","Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Pharmaceuticals,Headquarters
2283,3300,Program.11,Advantage Maryland,Mar-18,New,No,Domestic,Maryland,Not specified,0,200,0.66,3300,"Loan/Credit, Unspecified","Capital In.., Regional/L.., Employment..","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Biological products (except diagnostic),Life Sciences,Manufacturing,Biotechnology,Manufacturing
2284,4400,Program.11,Advantage Maryland,May-18,New,No,Domestic,Maryland,"Hagerstown-Martinsburg, MD-WV",0,50,0.22,4400,Loan/Credit,"Capital In.., Regional/L.., Employment.., Unspecified",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Basic Materials,Headquarters (HQ),Plastics,Headquarters
2285,14000,Program.11,Advantage Maryland,Nov-18,New,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",30,25,0.35,14000,Grant/Subsidy,"Capital In.., Regional/L.., Employment..","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Wholesale trade,Food & Drink,Warehousing and Distribution,Food & Tobacco,"Logistics, Distribution & Transportation"
2286,3750,Program.11,Advantage Maryland,Nov-18,New,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,200,0.75,3750,Loan/Credit,"Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Information Technology & Telecom (ITT),Headquarters (HQ),Software & IT services,Headquarters
2287,5333.333333,Program.11,Advantage Maryland,Dec-18,Expansion,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,150,0.8,5333,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment.., Unspecified",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Biotechnology,Headquarters
2288,4294.117647,Program.11,Advantage Maryland,Jan-19,New,No,FDI,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",28,170,0.73,4294,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Biotechnology,Headquarters
2289,5133.333333,Program.11,Advantage Maryland,Jan-19,New,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",0,150,0.77,5133,Loan/Credit,"Capital In.., Regional/L.., Employment.., Unspecified","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Wholesale trade,Consumer Goods,Warehousing and Distribution,Consumer Products,"Logistics, Distribution & Transportation"
2290,3000,Program.11,Advantage Maryland,Jan-19,New,No,FDI,Maryland,"Hagerstown-Martinsburg, MD-WV",70,40,0.12,3000,Loan/Credit,"Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Basic Materials,Headquarters (HQ),Building & Construction Materials,Headquarters
2291,16000,Program.11,Advantage Maryland,Jan-19,Expansion,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1.12,10,0.16,16000,Loan/Credit,"Capital In.., Regional/L.., Employment..",Construction,Speciality trade contractors,Speciality trade contractors,Services,Construction & Infrastructure,Business Services,Construction
2292,3500,Program.11,Advantage Maryland,Jan-19,New,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,60,0.21,3500,Loan/Credit,"Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Consumer Goods,Headquarters (HQ),Textiles,Headquarters
2293,3000,Program.11,Advantage Maryland,Feb-19,Expansion,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",8,60,0.18,3000,Loan/Credit,"Capital In.., Regional/L.., Employment..","Agriculture, food, & related","Agriculture, forestry, fishing & hunting",Crop production,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2294,5714.285714,Program.11,Advantage Maryland,Mar-19,Expansion,No,Domestic,Maryland,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,175,1,5714,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..",Transportation equipment manufacturing,Aerospace product & parts manufacturing,Guided missile & space vehicle manufactu..,"Aerospace, Defence and Marine (ADM)",Manufacturing,Space & Defence,Manufacturing
2295,6250,Program.11,Advantage Maryland,Apr-19,New,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",85,352,2.2,6250,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Pharmaceutical preparations,Life Sciences,Manufacturing,Pharmaceuticals,Manufacturing
2296,3200,Program.11,Advantage Maryland,Jun-19,Expansion,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",88,250,0.8,3200,Loan/Credit,"Capital In.., Regional/L.., Employment..","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Furniture & home furnishing stores,Consumer Goods,Warehousing and Distribution,Consumer Products,"Logistics, Distribution & Transportation"
2297,3000,Program.11,Advantage Maryland,Jun-19,Expansion,No,FDI,Maryland,"Baltimore-Columbia-Towson, MD",15,50,0.15,3000,Loan/Credit,"Capital In.., Regional/L.., Employment..","Chemicals, plastics & rubber products ma..",Chemical manufacturing,"Soap, cleaning compound, & toilet prepar..",Consumer Goods,Manufacturing,Chemicals,Manufacturing
2298,3125,Program.11,Advantage Maryland,Jun-19,Expansion,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",1,80,0.25,3125,Loan/Credit,"Capital In.., Regional/L.., Employment..","Professional, scientific, technical & ed..","Management, scientific, and technical co..",Management consulting services,Services,Business Services,Business Services,Business Services
2299,4375,Program.11,Advantage Maryland,Jul-19,New,No,FDI,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,80,0.35,4375,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment.., Unspecified",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..","Aerospace, Defence and Marine (ADM)",Headquarters (HQ),Space & Defence,Headquarters
2300,18117.64706,Program.11,Advantage Maryland,Jul-19,Expansion,No,FDI,Maryland,"Hagerstown-Martinsburg, MD-WV",43,85,1.54,18118,"Loan/Credit, Unspecified","Capital In.., Regional/L.., Employment.., Unspecified",Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle transmission & power train..,Automotive,Manufacturing,Automotive Components,Manufacturing
2301,3750,Program.11,Advantage Maryland,Jul-19,New,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",0,200,0.75,3750,Loan/Credit,"Capital In.., Regional/L.., Employment.., Unspecified","Professional, scientific, technical & ed..",Computer systems design and related serv..,Custom computer programming services,Information Technology & Telecom (ITT),Business Services,Software & IT services,Business Services
2302,6666.666667,Program.11,Advantage Maryland,Nov-19,Expansion,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1.5,45,0.3,6667,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Creative Industries,Headquarters (HQ),Communications,Headquarters
2303,17875,Program.11,Advantage Maryland,Jan-20,New,No,Domestic,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,400,7.15,17875,"Tax, Loan/Credit, Unspecified","Capital In.., Regional/L.., Employment.., Unspecified","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Food & beverage stores,Food & Drink,Warehousing and Distribution,Food & Tobacco,"Logistics, Distribution & Transportation"
2304,1240.875912,Program.11,Advantage Maryland,Feb-20,Expansion,No,Domestic,Maryland,"Baltimore-Columbia-Towson, MD",0,137,0.17,1241,"Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..","Mining, quarrying, and oil & gas extraction",Mining,Support activities for mining,Non-Renewable Energy,Manufacturing,"Coal, Oil and Natural Gas",Manufacturing
2305,4760,Program.11,Advantage Maryland,Mar-20,New,No,FDI,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,500,2.38,4760,"Grant/Subsidy, Loan/Credit, Unspecified","Capital In.., Regional/L.., Employment.., Unspecified","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Pharmaceutical preparations,Life Sciences,"Research, Design & Development (RDD)",Pharmaceuticals,Research & Development
2306,3300,Program.11,Advantage Maryland,Apr-20,Expansion,No,Domestic,Maryland,"Easton, MD",0,100,0.33,3300,Loan/Credit,"Capital In.., Regional/L.., Employment..","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Pharmaceutical & medicine manufacturing,Life Sciences,Manufacturing,Pharmaceuticals,Manufacturing
2307,3904.761905,Program.12,PA First,Jul-20,New,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",16.7,105,0.41,3905,"Grant/Subsidy, Unspecified","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Consumer Goods,Headquarters (HQ),Chemicals,Headquarters
2308,4750,Program.12,PA First,Mar-20,Expansion,No,Domestic,Pennsylvania,"Bloomsburg-Berwick, PA",21,40,0.19,4750,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Primary metal manufacturing,Foundries,Industrial Goods,Manufacturing,Metals,Manufacturing
2309,7835.051546,Program.12,PA First,Feb-20,Expansion,No,Domestic,Pennsylvania,"Reading, PA",11.1,97,0.76,7835,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..","Aerospace, Defence and Marine (ADM)",Headquarters (HQ),Non-Automotive Transport OEM,Headquarters
2310,10975.60976,Program.12,PA First,Jan-20,Expansion,No,Domestic,Pennsylvania,"Youngstown-Warren-Boardman, OH-PA",10,41,0.45,10976,Grant/Subsidy,"Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Bakeries & tortilla manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2311,6031.746032,Program.12,PA First,Nov-19,Expansion,No,Domestic,Pennsylvania,"Harrisburg-Carlisle, PA",0,63,0.38,6032,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Creative Industries,Headquarters (HQ),Software & IT services,Headquarters
2312,3555.555556,Program.12,PA First,Nov-19,Expansion,No,Domestic,Pennsylvania,Not specified,0,90,0.32,3556,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Professional, scientific, technical & ed..","Architectural, engineering, & related se..","Architectural, engineering, & related se..",Services,Construction & Infrastructure,Business Services,Construction
2313,15200,Program.12,PA First,Nov-19,New,No,Domestic,Pennsylvania,"New Castle, PA",60,25,0.38,15200,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Other fabricated metal product manufactu..,Industrial Goods,Manufacturing,Metals,Manufacturing
2314,8059.701493,Program.12,PA First,Nov-19,New,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",31.5,134,1.08,8060,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Sugar & confectionary product manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2315,,Program.12,PA First,Nov-19,Retention,No,Domestic,Pennsylvania,"Meadville, PA",10,0,1.55,n/a,"Grant/Subsidy, Loan/Credit","Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Cutlery & handtool manufacturing,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
2316,9444.444444,Program.12,PA First,Nov-19,Expansion,No,FDI,Pennsylvania,"St. Marys, PA",20,36,0.34,9444,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Computers & electronics,"Electrical equipment, appliance, and com..",Other electrical equipment & component m..,Electronics,Manufacturing,Electronic Components,Manufacturing
2317,4086.956522,Program.12,PA First,Nov-19,New,No,Domestic,Pennsylvania,"Pittsburgh, PA",15.65,115,0.47,4087,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Industrial Goods,Headquarters (HQ),Metals,Headquarters
2318,7000,Program.12,PA First,Oct-19,Expansion,No,Domestic,Pennsylvania,"Williamsport, PA",3.16,20,0.14,7000,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,Sawmill & woodworking machinery,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
2319,15277.77778,Program.12,PA First,Oct-19,New,No,Domestic,Pennsylvania,"Sunbury, PA",5.5,36,0.55,15278,"Grant/Subsidy, Loan/Credit","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Industrial Goods,Headquarters (HQ),Metals,Headquarters
2320,5076.923077,Program.12,PA First,Oct-19,Expansion,No,Domestic,Pennsylvania,"Pottsville, PA",2.48,65,0.33,5077,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Transportation & warehousing,Support activities for transportation,Other support activities for transportat..,Services,Warehousing and Distribution,Transportation,"Logistics, Distribution & Transportation"
2321,6571.428571,Program.12,PA First,Sep-19,New,No,Domestic,Pennsylvania,"East Stroudsburg, PA",24,70,0.46,6571,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Architectural & structured metals manufa..,Basic Materials,Manufacturing,Metals,Manufacturing
2322,7407.407407,Program.12,PA First,Sep-19,New,No,FDI,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",219.7,378,2.8,7407,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Tea and Coffee Manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2323,6031.746032,Program.12,PA First,Sep-19,Expansion,No,Domestic,Pennsylvania,"Harrisburg-Carlisle, PA",0,63,0.38,6032,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Professional, scientific, technical & ed..","Advertising, PR, & related","Advertising, PR, & related",Creative Industries,Business Services,Business Services,Business Services
2324,5000,Program.12,PA First,Sep-19,New,No,Domestic,Pennsylvania,"York-Hanover, PA",4.4,50,0.25,5000,Grant/Subsidy,"Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Snack Food Manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2325,6000,Program.12,PA First,Aug-19,New,No,Domestic,Pennsylvania,"Reading, PA",80,130,0.78,6000,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Other plastics product manufacturing,Consumer Goods,Manufacturing,Plastics,Recycling
2326,5365.853659,Program.12,PA First,Aug-19,Expansion,No,Domestic,Pennsylvania,"York-Hanover, PA",24.6,41,0.22,5366,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Other fabricated metal product manufactu..,Industrial Goods,Manufacturing,Metals,Manufacturing
2327,4647.887324,Program.12,PA First,Aug-19,New,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",9.5,71,0.33,4648,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Wood, paper, printing, furniture",Paper manufacturing,Converted paper product manufacturing,Consumer Goods,Manufacturing,"Paper, Printing & Packaging",Manufacturing
2328,4500,Program.12,PA First,Aug-19,New,No,FDI,Pennsylvania,"Pittsburgh, PA",13.3,40,0.18,4500,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,"Agriculture, construction, & mining mach..",Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
2329,4651.162791,Program.12,PA First,Jul-19,New,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",5.4,43,0.2,4651,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Chemical manufacturing,"Resin, synthetic rubber, & artificial sy..",Basic Materials,Manufacturing,Chemicals,Manufacturing
2330,4571.428571,Program.12,PA First,Jul-19,New,No,Domestic,Pennsylvania,"York-Hanover, PA",6,35,0.16,4571,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Building material & garden equipment & s..,Basic Materials,Manufacturing,Building & Construction Materials,Manufacturing
2331,28600,Program.12,PA First,Jul-19,New,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",9,50,1.43,28600,"Tax, Grant/Subsidy, Loan/Credit","Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Other fabricated metal product manufactu..,Industrial Goods,Manufacturing,Metals,Manufacturing
2332,25600,Program.12,PA First,Jun-19,Expansion,No,FDI,Pennsylvania,"Johnstown, PA",10.59,25,0.64,25600,"Tax, Grant/Subsidy","Capital In.., Regional/L.., Employment..",Machinery & metal manufacturing,Primary metal manufacturing,Steel product manufacturing,Industrial Goods,Manufacturing,Metals,Manufacturing
2333,357.1428571,Program.12,PA First,Jun-19,Expansion,No,FDI,Pennsylvania,"Pittsburgh, PA",0,28,0.01,357,Grant/Subsidy,"Capital Investment, Employment/People","Professional, scientific, technical & ed..",Computer systems design and related serv..,Custom computer programming services,Information Technology & Telecom (ITT),Business Services,Software & IT services,Business Services
2334,15227.27273,Program.12,PA First,Jun-19,Expansion,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",3.8,44,0.67,15227,"Tax, Grant/Subsidy, Loan/Credit, Unspecified","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Medical Devices,Headquarters
2335,4571.428571,Program.12,PA First,May-19,New,No,FDI,Pennsylvania,"Scranton-Wilkes-Barre-Hazleton, PA",5.3,35,0.16,4571,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Consumer Goods,Headquarters (HQ),"Paper, Printing & Packaging",Headquarters
2336,4000,Program.12,PA First,May-19,New,No,Domestic,Pennsylvania,"Bloomsburg-Berwick, PA",33,400,1.6,4000,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Nonstore retailers,Consumer Goods,Warehousing and Distribution,Consumer Products,"Logistics, Distribution & Transportation"
2337,5538.461538,Program.12,PA First,May-19,Expansion,No,Domestic,Pennsylvania,"New Castle, PA",13.6,65,0.36,5538,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Architectural & structured metals manufa..,Industrial Goods,Manufacturing,Metals,Manufacturing
2338,2205.882353,Program.12,PA First,May-19,Expansion,No,Domestic,Pennsylvania,"Lancaster, PA",0.99,68,0.15,2206,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Basic Materials,Headquarters (HQ),Wood Products,Headquarters
2339,2449.799197,Program.12,PA First,May-19,Expansion,No,Domestic,Pennsylvania,"Erie, PA",3.7,249,0.61,2450,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Aerospace product & parts manufacturing,Aircraft engine & other parts & auxiliar..,"Aerospace, Defence and Marine (ADM)",Manufacturing,Aerospace,Manufacturing
